study,case,np,backend,rho,grid,cells,wall_per_step_s,rhs,solve_x,solve_y,solve_z,comm
weak,128cube,4,filtered_v2,025,129x129x513,8536833,0.0007528193157894737,3.887468421052631e-05,0.00016826415789473684,0.0001643642105263158,0.0003220121052631579,5.7731263157894734e-05
weak,128cube,4,filtered_v2,040,129x129x513,8536833,0.0007668660526315789,3.892526315789473e-05,0.00016575284210526317,0.00016108394736842103,0.00034128284210526317,5.825373684210526e-05
weak,128cube,4,pascal,025,129x129x513,8536833,0.0008913514210526316,3.908821052631579e-05,0.0001648803157894737,0.00015967168421052635,0.0004667736315789474,5.924784210526316e-05
weak,128cube,4,pascal,040,129x129x513,8536833,0.0008854966315789473,3.913252631578947e-05,0.0001617993157894737,0.00015671157894736845,0.0004673145263157894,5.887789473684211e-05
weak,128cube,8,filtered_v2,025,129x129x1025,17057025,0.0008012678421052632,3.9109263157894735e-05,0.00020945384210526314,0.00016421205263157895,0.000325731,6.10153157894737e-05
weak,128cube,8,filtered_v2,040,129x129x1025,17057025,0.0007735012105263159,3.895526315789474e-05,0.00016651394736842104,0.0001621792631578947,0.000345372052631579,5.8877210526315794e-05
weak,128cube,8,pascal,025,129x129x1025,17057025,0.0009528258421052632,3.894852631578947e-05,0.00016663278947368418,0.0001606004210526316,0.0005239273157894737,6.1017315789473695e-05
weak,128cube,8,pascal,040,129x129x1025,17057025,0.0009556031578947369,3.895805263157894e-05,0.00016592694736842107,0.00016069531578947368,0.0005283064736842105,6.003021052631578e-05
weak,256cube,2,filtered_v2,025,257x257x513,33883137,0.0026139105263157897,0.0002474233684210526,0.0007299519473684211,0.0006841795263157896,0.0009020497368421053,4.8832368421052634e-05
weak,256cube,2,filtered_v2,040,257x257x513,33883137,0.0026621116842105263,0.000246832052631579,0.0007286831052631578,0.0006851644736842105,0.0009510215789473685,4.894757894736843e-05
weak,256cube,2,pascal,025,257x257x513,33883137,0.00283211552631579,0.0002479584736842105,0.0007258072105263159,0.0006818122105263158,0.001124734,5.030136842105263e-05
weak,256cube,2,pascal,040,257x257x513,33883137,0.002830209157894737,0.0002468034736842105,0.0007269283157894736,0.0006820878947368421,0.0011232209473684212,4.966742105263158e-05
weak,256cube,4,filtered_v2,025,257x257x1025,67700225,0.002687383473684211,0.00024779236842105266,0.0007303118421052632,0.0006852047368421053,0.0009565124210526317,6.599057894736842e-05
weak,256cube,4,filtered_v2,040,257x257x1025,67700225,0.0027829425789473684,0.00028356094736842105,0.0007667360526315788,0.0006846201578947367,0.0009788392631578948,6.753168421052633e-05
weak,256cube,4,pascal,025,257x257x1025,67700225,0.003029083,0.0002486836842105263,0.0007283077894736843,0.0006815997368421053,0.001300676684210526,6.810199999999999e-05
weak,256cube,4,pascal,040,257x257x1025,67700225,0.002992717789473684,0.0002486151578947368,0.0007249398947368421,0.0006815911578947368,0.0012688589473684208,6.700363157894737e-05
weak,256cube,8,filtered_v2,025,257x257x2049,135334401,0.002661842684210526,0.0002485741052631579,0.0007315568421052631,0.0006857084736842105,0.0009279326842105265,6.6455e-05
weak,256cube,8,filtered_v2,040,257x257x2049,135334401,0.0027158459999999996,0.00024842184210526315,0.0007320093157894736,0.0006859625263157893,0.0009813223157894735,6.635063157894737e-05
weak,256cube,8,pascal,025,257x257x2049,135334401,0.003019780631578947,0.0002480823157894736,0.0007265619999999999,0.0006813597894736842,0.0012940302631578946,6.779699999999999e-05
weak,256cube,8,pascal,040,257x257x2049,135334401,0.003022514052631579,0.00024789152631578943,0.0007273928421052631,0.000682100947368421,0.0012956376842105264,6.784100000000002e-05
weak,512cube,2,filtered_v2,025,513x513x1025,269748225,0.017103482157894735,0.0018935092105263154,0.00516581747368421,0.004840161842105264,0.005125641473684211,7.688589473684212e-05
weak,512cube,2,filtered_v2,040,513x513x1025,269748225,0.017231886105263158,0.0018934679473684211,0.005168303631578947,0.004836876368421052,0.005255480368421053,7.628978947368421e-05
weak,512cube,2,pascal,025,513x513x1025,269748225,0.018867490789473685,0.001894685210526316,0.005167079263157895,0.004833158105263158,0.006893376157894736,7.76002105263158e-05
weak,512cube,2,pascal,040,513x513x1025,269748225,0.01887355663157895,0.001893723789473684,0.005165266684210526,0.004835739368421053,0.006899096105263159,7.818768421052633e-05
weak,512cube,4,filtered_v2,025,513x513x2049,539233281,0.017173380736842107,0.0018971219473684208,0.005169882210526317,0.004840313157894737,0.005166439421052631,9.804247368421052e-05
weak,512cube,4,filtered_v2,040,513x513x2049,539233281,0.017312869842105266,0.0018961243157894741,0.00517462947368421,0.004842810684210526,0.005299414894736842,9.83148947368421e-05
weak,512cube,4,pascal,025,513x513x2049,539233281,0.019334052789473682,0.0018951641052631577,0.005189727210526315,0.004835266736842105,0.007312761789473684,9.945615789473684e-05
weak,512cube,4,pascal,040,513x513x2049,539233281,0.019305588789473683,0.001895881736842105,0.005165168105263157,0.004836764789473685,0.00730653442105263,9.9582e-05
weak,512cube,8,filtered_v2,025,513x513x4097,1078203393,0.01723314689473684,0.0018988633684210528,0.005200640947368421,0.004844432052631578,0.005183408052631579,0.00010412415789473683
weak,512cube,8,filtered_v2,040,513x513x4097,1078203393,0.017352506157894736,0.0018990447368421052,0.0051763706315789484,0.004843787263157894,0.005327348736842105,0.00010429068421052632
weak,512cube,8,pascal,025,513x513x4097,1078203393,0.019246562157894737,0.0018994284736842104,0.005171442157894736,0.004839915736842106,0.007228092736842105,0.00010595905263157894
weak,512cube,8,pascal,040,513x513x4097,1078203393,0.01924325752631579,0.001900005,0.0051689568947368425,0.004839475526315789,0.0072283407368421045,0.00010479673684210527
